StudentID,CourseName,TotalTimeSpent,QuizzesAttempted,ForumPosts,AssignmentScore,CertificateEarned,DeviceType
fd4d4a90-5903-4aeb-8e7e-a87c068b86b8,AI Ethics,53.8,6,2,19.1,No,Desktop
58e91cc2-4402-483e-8908-b508434577bf,Data Prep,48.3,5,3,16.7,Yes,Tablet
c5d08a19-b194-4234-ada4-cba775eb7c67,DL Advanced,18.2,2,6,18.1,No,Mobile
be2b14b1-86b4-4450-ab26-9bb523562baa,ML Basics,43.6,4,3,67.2,Yes,Mobile
72523d48-7324-4d3d-ba1e-5a2cca85c3d2,ML Basics,29.2,4,2,45.9,No,Mobile
60ed0be4-8355-44e0-9b19-6e28bd4ebbee,DL Advanced,34.9,6,1,99.2,No,Mobile
3cb2df2d-1fff-45f8-ba62-04f51add7031,DL Advanced,63.0,6,3,22.7,No,Desktop
8a40b1b0-468a-4a07-8598-9defa2390759,Data Prep,50.0,6,4,31.1,Yes,Tablet
343237da-c984-4b06-b0e0-1422bfcbc38e,ML Basics,102.5,5,3,98.4,Yes,Desktop
98742542-983d-4bb0-8a2f-152b3410d007,DL Advanced,87.0,6,2,83.2,Yes,Mobile
c574bd23-281b-40be-9ba3-637e4a5c0a86,ML Basics,44.8,4,3,47.0,Yes,Tablet
f8dfe089-cf8a-4143-90e5-9a92f474eb9d,DL Advanced,37.1,8,0,55.5,No,Mobile
6eea711c-b517-44b1-aef2-6543e0be36ce,ML Basics,94.6,6,2,84.3,Yes,Desktop
c0ea0e07-1f5e-4faa-bcea-3970cd18f9af,AI Ethics,101.5,2,6,48.1,No,Desktop
4b4d7d90-81d5-4d24-a797-deffe3cfddf4,Data Prep,5.1,5,2,20.6,Yes,Desktop
b008d9bf-c73c-43ef-817b-37758cfac077,ML Basics,62.3,5,3,82.8,No,Tablet
42f737bf-8271-4918-af0b-5cd507088fbc,AI Ethics,53.7,9,5,53.8,No,Tablet
e94624b9-ec69-4e71-be80-9f30700782fd,ML Basics,76.2,7,3,15.3,Yes,Mobile
6945fa19-b94b-45ac-876a-381e1873c192,ML Basics,108.6,3,3,50.6,No,Tablet
f5a52a24-e3bf-4d96-a9d5-d228a665b8b0,AI Ethics,47.9,9,2,41.3,Yes,Tablet
1a71bf11-7f52-4887-9a13-1cf18c16d3f8,ML Basics,8.5,6,3,87.7,Yes,Desktop
382700c8-aa45-4908-853a-6921331f7318,ML Basics,74.5,3,0,12.6,No,Mobile
f52c550c-8297-460e-b2e3-fea98655d857,Data Prep,94.7,8,2,87.5,No,Desktop
018fd4da-b4a4-4f0e-82b5-bf90e5e9ac37,AI Ethics,52.4,4,1,51.2,No,Mobile
3cdd266a-2ea5-4283-92ec-5095beecbc2a,AI Ethics,42.4,7,1,40.4,No,Mobile
f85cfc98-29fb-4185-837f-da73c74376e1,DL Advanced,49.1,10,3,16.2,No,Tablet
e0302cee-0c31-47a9-9a5d-f0a15ba1586c,ML Basics,81.3,6,7,70.1,No,Desktop
99f7b8ff-8911-4787-947c-0e8c93a14db7,Data Prep,48.6,6,3,92.7,No,Tablet
5aefa925-7b6e-4da7-ae07-5f22be7be909,ML Basics,68.2,3,2,37.5,No,Tablet
ef0e6b5d-71f0-4594-93a4-07c5d3a70c2b,ML Basics,60.7,4,2,24.2,Yes,Tablet
be8d6435-3f15-4843-bbf0-2b6722d9bd08,DL Advanced,58.1,2,3,55.5,Yes,Mobile
b7dc1863-7c00-4a5e-b1c0-5d3515a09e38,ML Basics,77.5,6,6,79.6,No,Desktop
d953d2cb-fd62-483f-93f9-efa29679c394,Data Prep,48.0,6,3,0.4,No,Desktop
c16d53a0-e478-49af-9d68-26331416bf5a,Data Prep,49.2,5,2,63.1,Yes,Tablet
67513a82-9e36-4901-812a-169451c4f453,DL Advanced,79.9,5,3,59.7,No,Mobile
b334d298-e395-41bb-ba63-c31080387276,ML Basics,35.3,5,6,31.8,Yes,Desktop
60802113-7c68-4fe0-a1a3-2c2f0c058141,Data Prep,38.0,5,1,45.1,No,Desktop
7bbe3db5-0b99-4fa8-bbc1-764e92e0070b,ML Basics,320.0,5,2,24.7,Yes,Tablet
cfe1d713-6f3f-48f9-8783-2f02a2d0ed58,ML Basics,81.2,2,5,79.0,No,Mobile
a4c8d844-2298-4135-9192-2ebf156cd67f,ML Basics,57.4,3,4,63.5,No,Tablet
281367b0-0fba-4397-84b3-a8da19cb349a,DL Advanced,27.2,1,2,53.3,Yes,Desktop
e8f3e5fa-9d35-4d8d-9f7f-3b1b113b4c25,ML Basics,81.3,3,2,39.3,No,Mobile
0011f104-d73b-4415-9845-0e323a41ad36,Data Prep,46.1,3,3,29.1,No,Tablet
11f7dd1c-488b-407b-8d36-9f972cd42ca8,ML Basics,38.2,5,3,82.3,Yes,Desktop
8d37ce26-6eaf-458e-abac-38ad61b426f1,Data Prep,55.1,6,3,45.1,Yes,Tablet
23142bb6-57bc-4432-900e-a805570147f2,ML Basics,97.0,5,6,50.1,Yes,Tablet
f4e6c8cf-41c8-4709-9b78-52cea4b14051,Data Prep,50.1,4,0,52.1,No,Tablet
2905b7b7-8cea-4f87-ac7b-3ea42c4604a7,Data Prep,74.4,5,4,44.8,No,Mobile
e10a48bf-4f1d-4e4c-a3d3-15909d057401,ML Basics,78.2,6,1,25.6,Yes,Desktop
5f5ab079-44d0-495b-8a68-a93b890702d8,ML Basics,71.1,3,4,12.0,No,Desktop
00d72694-6396-48df-9c7a-fbb96371920a,Data Prep,91.8,1,1,9.9,Yes,Desktop
145ec3ae-8712-483c-821e-25dcf74d41d7,AI Ethics,42.3,3,1,75.7,No,Desktop
2d4dbd9e-7474-4f64-a510-00e04507e0c9,DL Advanced,33.9,5,3,22.4,Yes,Mobile
fbbfdcff-656a-46b6-bfd4-a758ea6a47ec,AI Ethics,33.4,5,2,5.6,No,Tablet
7f1d2804-87cc-47ff-88d0-716ed7ee7f07,AI Ethics,56.4,4,0,79.8,No,Desktop
087b3b9f-bfda-45ab-881c-3544794118f5,ML Basics,36.3,3,2,15.4,No,Mobile
f9e50d1f-1621-4c06-9013-710cb6673e74,DL Advanced,63.7,5,3,62.5,No,Tablet
20996a3f-b429-4cc0-9800-b1dc8d88b14f,AI Ethics,61.9,4,3,33.9,No,Mobile
101427e5-51e4-4bac-b5e9-a8b22012eeb1,ML Basics,85.5,5,2,12.6,Yes,Mobile
d141ecca-9e00-4fb5-962f-f677fc3af8d8,AI Ethics,67.3,9,10,41.4,No,Desktop
dddb8ed7-f8b9-4efb-970a-c0ebb0989a6e,AI Ethics,49.6,3,4,,No,Desktop
45d5c75e-1ab3-4df0-99ca-12ac1feb0556,ML Basics,70.3,6,2,84.1,No,Tablet
9f02d9c4-b8e7-4651-9a0e-9baa8655ed8f,ML Basics,34.2,3,2,51.3,No,Tablet
c61fc80e-bbc3-497e-b15c-4b5153f55f38,ML Basics,59.0,8,3,13.9,No,Desktop
b8ed27bc-d9ee-44a9-8b87-8f7d56186319,DL Advanced,68.0,5,3,23.7,No,Mobile
77fa04bc-76b6-41e7-9834-cc5cf714608c,AI Ethics,63.2,5,3,,Yes,Desktop
ecdab969-d0f8-492e-95d0-bfec32e157b6,ML Basics,70.4,3,0,18.9,No,Tablet
b9f9cb2f-da82-444d-a8f8-2e3387cee673,Data Prep,43.9,5,0,26.9,No,Mobile
305fa4da-760d-4b18-9d47-ba556b8e9245,AI Ethics,88.8,2,4,53.4,No,Mobile
4d0e24ec-b932-49f7-ad03-8cd6a0b5df10,Data Prep,105.6,4,2,83.3,No,Mobile
fe57d4fa-771f-44d8-b807-fadf06a14e09,DL Advanced,19.9,8,4,40.2,No,Desktop
174cdf99-f6f7-45a3-b05e-5a2b3068a507,ML Basics,29.6,4,2,71.7,Yes,Desktop
e2cfa5fe-75a5-4599-952e-fc67b82cacde,Data Prep,61.1,6,1,87.7,No,Tablet
e5800950-af65-49e5-b351-018797584acb,DL Advanced,53.6,8,2,21.6,No,Mobile
624c08d1-7207-4831-98d0-9bf4e873811b,ML Basics,107.4,2,2,80.7,No,Mobile
3b250604-02d0-4e01-af07-01f98ba2a215,Data Prep,65.5,3,4,75.7,Yes,Desktop
715807d4-b3b1-4ea9-8645-293a6cbace90,Data Prep,94.8,7,2,35.7,Yes,Tablet
22f9c2e2-7f43-4729-bfa4-bac2e0107c96,DL Advanced,8.8,4,3,99.0,Yes,Tablet
ef94202c-c102-48a6-a785-a0a2ce49d6be,ML Basics,320.0,8,0,26.3,No,Mobile
21bc190b-cecb-4ad8-813c-777fafce6088,ML Basics,42.1,4,2,25.5,No,Desktop
cec8ef11-aaca-4d2d-a91c-a1801f487774,Data Prep,41.7,4,1,77.2,Yes,Mobile
65e2d210-7b98-4b83-aff2-9cf0ee5c24d6,Data Prep,53.8,4,5,43.5,No,Desktop
cbe85d13-2f6d-4d06-9ff8-1de50edca267,Data Prep,24.4,6,4,33.1,No,Tablet
ef64d365-c4bb-4bc4-bbb6-e4ce2e2a5fe5,ML Basics,71.1,7,6,17.9,No,Mobile
14d580ff-f9d3-46b6-9a8e-8b384eb3bec0,DL Advanced,64.8,2,3,76.5,Yes,Mobile
6805b080-fcf2-405a-8bdd-e327fbf26803,DL Advanced,66.7,5,11,78.6,No,Mobile
1e334564-8c24-4fcd-a39a-46be00148f2b,ML Basics,82.2,5,1,56.7,Yes,Tablet
d159c036-e938-4ea4-95ee-3ba1901dac86,AI Ethics,97.9,5,1,95.7,No,Mobile
9cf2c5bb-00c9-4b49-a3e1-16ee9bdc6c2b,DL Advanced,50.9,4,2,31.8,Yes,Tablet
bacb022c-7b30-4137-aa7a-14046e2846ed,Data Prep,71.9,6,4,22.0,No,Desktop
b89c0e1a-b287-413f-beaf-cbe1c37f3a91,AI Ethics,67.3,4,2,67.7,No,Tablet
9196f475-e961-4449-b8d9-9a6969fc31ba,AI Ethics,69.4,5,2,75.8,Yes,Desktop
6d546053-b819-42fa-93e0-180f40c8c9b2,DL Advanced,69.8,4,2,22.5,Yes,Tablet
27e0d1bd-3320-4c0f-9b4f-fdc73df687f6,AI Ethics,99.8,3,3,7.7,No,Tablet
309bbcc5-2145-4b97-b59d-033bb78e27d7,AI Ethics,48.5,3,1,,No,Mobile
b7073c91-4e43-4b57-97b8-5ed253d98803,DL Advanced,21.9,4,0,97.7,No,Tablet
5b77ffa2-1b40-4de7-888f-705fb7dbb375,DL Advanced,42.6,3,1,64.5,Yes,Mobile
b907fd0e-6182-4824-9686-8928965310ab,AI Ethics,78.9,7,3,27.8,Yes,Desktop
de9b2fd9-7408-4fea-ae17-912a55f892b1,Data Prep,60.6,7,7,99.7,No,Desktop
210c0e36-e651-430c-9df3-5d416395b4cf,ML Basics,48.3,6,4,89.3,Yes,Mobile
3d776a17-0425-4ddc-aad3-102a9cf25928,AI Ethics,320.0,5,6,51.3,No,Desktop
26665195-3ad1-4fd5-86d8-19a1589acc41,AI Ethics,65.5,4,5,82.5,Yes,Tablet
406d67dc-6261-420a-a724-3953a9497994,Data Prep,76.1,4,2,81.6,No,Mobile
706f5534-c75c-4c0c-b21f-804f72f600bb,AI Ethics,67.6,7,3,93.5,Yes,Mobile
360840b3-7134-40c6-ba19-c23e72ecc50a,AI Ethics,53.7,6,5,84.1,Yes,Mobile
97452fb9-f916-4257-af87-54cb4a24ec80,ML Basics,63.7,3,5,64.4,No,Desktop
6060b76c-9498-4b85-a782-efd44e5133a7,ML Basics,63.5,4,3,60.9,No,Desktop
13d15fdd-19ee-4217-9ecf-3bb2173bd49c,ML Basics,64.7,4,4,46.7,Yes,Tablet
e0078c61-07b7-4716-bf4f-374b292ffded,DL Advanced,30.4,4,3,62.6,Yes,Tablet
b6991ac4-d9d2-4a1e-b3df-a02cad97b491,DL Advanced,64.9,7,0,79.5,Yes,Mobile
e9fff77d-2d8e-48ee-8858-2bbeec65ceda,ML Basics,49.0,6,7,96.9,No,Tablet
e6afb090-c248-41b3-86c0-fdd4636950c9,ML Basics,86.0,7,2,46.7,No,Desktop
35382b58-bb71-4650-8c15-caae824fbe17,DL Advanced,63.3,3,5,57.4,Yes,Tablet
66d2d884-1de5-448e-a49b-3d1671211b6f,Data Prep,80.9,5,1,44.5,No,Desktop
3757296b-d3ca-401a-b856-17d2c94b9579,AI Ethics,52.5,5,1,66.8,No,Tablet
3c7299e7-d10d-40aa-9a6f-ac72c36d50f7,AI Ethics,53.4,4,1,63.0,No,Desktop
8775a5fe-9f3d-4763-9c32-5bf4d4e805f4,ML Basics,97.4,5,3,1.8,No,Desktop
d13a56d5-8bc6-43f8-8d1e-a5cddff67cbc,Data Prep,70.9,2,3,54.1,Yes,Tablet
9fd1597a-11b3-4fe5-a959-600dadf53b28,DL Advanced,42.1,6,1,8.8,Yes,Tablet
7d55bbb1-bd21-4196-b6b5-df6e3ff70e33,ML Basics,82.4,2,3,2.6,Yes,Desktop
184a565c-7d2f-4790-9a2c-5ea5bd1e1d9f,Data Prep,46.7,3,3,79.1,No,Mobile
30b6bcd6-5379-4bb5-8d33-e1b9338f4ed5,Data Prep,65.6,3,7,25.9,No,Tablet
624a311c-9485-4f9e-a714-d1eb79ee54ed,Data Prep,105.9,5,4,34.1,No,Desktop
0298c1de-083b-4b7a-8292-6d70aa84b842,DL Advanced,24.2,0,3,6.4,Yes,Tablet
13c9680b-95c7-4cbf-94d8-2fc4a09f31d0,DL Advanced,55.6,9,3,18.0,No,Tablet
3c9892e5-9711-4bc8-9060-1450d638d36d,AI Ethics,70.2,4,1,76.6,Yes,Tablet
8bdaabe1-f346-4c7c-9321-e9813c31ef70,AI Ethics,79.1,2,5,49.4,Yes,Tablet
f3a6ae20-2ad3-462f-a117-005864786697,Data Prep,29.0,5,2,88.1,No,Tablet
e7f9714c-c5e5-4ea2-b0f4-087e7ac5c78f,Data Prep,21.6,3,2,39.7,Yes,Mobile
98646cce-74bd-4a54-8cb6-2bb6640c6fc7,DL Advanced,87.3,2,2,26.9,Yes,Mobile
8b42c6e6-37e4-4d20-8042-601d8536d04c,AI Ethics,42.0,5,5,34.8,No,Mobile
ac44168f-e610-4ae3-9d3e-27a4c093ee7f,Data Prep,40.9,5,2,71.3,Yes,Desktop
a09bed11-cc3d-4d48-95eb-d37d2b5909a9,AI Ethics,98.8,3,1,55.5,Yes,Mobile
d9682ba8-11f2-48e0-99a4-00df4805506a,AI Ethics,61.7,4,7,90.4,Yes,Mobile
15c9e712-a47c-40a5-9410-97ae163c16cf,Data Prep,61.9,2,6,60.2,No,Desktop
31d7f6ea-c028-463e-b33b-54e820839817,DL Advanced,55.5,9,2,,No,Mobile
3c9fb55c-ae6e-468e-9b20-42de3a7313b4,Data Prep,29.4,13,2,78.6,Yes,Tablet
26e83c1e-4ee2-4857-93eb-f6b7eddbf788,Data Prep,76.9,4,3,94.8,No,Mobile
08039976-4d65-4606-b5ee-7dfd45c2f8b9,AI Ethics,70.2,3,4,35.6,Yes,Mobile
84e55b50-f051-4339-b781-6ad6303dfcf5,Data Prep,64.2,9,2,25.0,No,Mobile
d2e65041-0fd3-423f-b56f-2dec154dffd2,DL Advanced,57.1,2,2,61.6,No,Tablet
b0b5c153-f186-4337-9068-34fa9cd10a57,Data Prep,52.7,4,2,49.9,No,Tablet
9d6cdcd6-0fdd-46ea-93dc-cfe9a29fc540,DL Advanced,82.8,7,4,98.9,No,Tablet
20635199-ea97-4c6c-aa12-0f5c6f59d49d,DL Advanced,56.5,3,5,46.2,No,Tablet
efa88778-3d26-4fc0-a8c3-fb1695c34c19,AI Ethics,58.4,4,3,7.4,No,Desktop
36422fd1-1e3d-469a-b950-f99181ac7566,ML Basics,73.2,7,3,97.7,No,Tablet
ad4ec896-7cf8-4330-bc49-d77b77a06ab5,ML Basics,65.2,3,2,84.4,No,Tablet
67da0162-28c6-463c-a15e-88fa37bd7da5,AI Ethics,101.1,8,5,17.8,Yes,Tablet
cc0c2ed0-b916-45be-9a39-37fa15838d29,Data Prep,16.0,6,2,90.5,Yes,Tablet
ab2c40ac-5c7a-45c8-af3c-01c661992a0c,AI Ethics,67.5,6,3,34.1,Yes,Desktop
40d00953-8209-4522-8816-ee6d0acb616a,DL Advanced,42.4,8,3,37.7,Yes,Mobile
9198b9f1-cf62-42dc-8817-7336609e2ae9,ML Basics,36.4,3,2,90.6,No,Mobile
bcf1651b-04a9-4aa9-8fcc-598fa7fbf80e,AI Ethics,48.6,6,1,53.0,No,Tablet
d4c6f77d-a61e-4cc7-a264-f5f706913e23,Data Prep,61.4,5,1,13.8,No,Tablet
c0ba2299-4ee3-4406-aa4a-705db9062d20,AI Ethics,62.5,8,4,36.9,Yes,Tablet
c1341b6a-9e6e-4a30-93fe-10240cecf6d2,ML Basics,22.1,10,1,72.2,Yes,Mobile
e196790f-5045-4d0c-b69d-6ce3980e490f,AI Ethics,46.5,2,3,17.4,No,Mobile
0be20d51-a1a2-4117-a64c-f1102d3f32f4,AI Ethics,67.0,4,2,59.0,Yes,Tablet
0c3f3cb6-0a2a-4b39-a40d-5b0ae6dc850e,ML Basics,38.1,6,1,69.5,Yes,Mobile
5e4f5aa5-33a6-4a73-9516-9069941a1022,DL Advanced,32.1,4,6,34.4,No,Desktop
16594e70-eafb-467f-bd6c-1a3383e896a7,DL Advanced,3.6,6,2,69.4,No,Tablet
de235342-1684-41f6-afa3-a039d9f64f32,ML Basics,43.4,4,4,88.4,No,Tablet
14bd327e-a52b-4e2b-b508-b193b0b2b239,AI Ethics,31.3,7,4,47.2,No,Desktop
4a6928f6-6bff-4152-acd9-1c4e6dd36e0d,ML Basics,35.4,5,7,38.3,No,Desktop
c44dc8f4-5837-45cf-9757-1cca30f120b0,DL Advanced,53.2,1,2,25.1,No,Mobile
a0304af9-1668-4595-8651-5939bb7710dc,Data Prep,45.0,4,8,60.4,No,Desktop
0157bed6-c944-4e8c-8151-dd62c47497c4,AI Ethics,30.8,12,3,88.0,Yes,Tablet
f103be2a-fac8-4426-8af3-8821ab68cce7,DL Advanced,7.1,10,4,32.5,No,Mobile
16463368-f2a6-4c08-b864-a6c2ab46d40a,AI Ethics,67.6,4,4,39.6,Yes,Desktop
2f279fad-334d-4dd2-8dc6-07ca75372a0a,ML Basics,78.8,3,5,40.7,Yes,Mobile
2c9eade8-9fa9-44f2-9fa6-7bbfa1acbb56,Data Prep,50.1,6,1,56.1,No,Mobile
b411c2de-4646-42b1-a744-8c29cf3bf95c,ML Basics,53.4,6,3,22.8,No,Mobile
7774df6d-5a56-4626-8391-f486cdb89285,Data Prep,60.1,5,2,82.2,No,Mobile
220ec185-40f3-4622-8849-98cbc3f1ed05,AI Ethics,99.5,2,1,29.6,No,Desktop
4af7a23c-5b37-413b-9713-b9fb598f1842,AI Ethics,20.8,9,2,70.5,No,Tablet
7f617b28-358d-4c42-be4f-e7af4e0b65fe,ML Basics,49.6,6,3,51.3,No,Tablet
3df102c2-5e6e-4ef9-ae44-5a2692234e31,Data Prep,17.0,4,7,58.6,No,Desktop
78700502-e26c-4abc-a68e-39bd2e7a4647,Data Prep,69.1,6,4,18.0,Yes,Tablet
7623ecf8-9c63-4200-9eca-0b4c14e63a84,AI Ethics,56.4,8,1,73.5,Yes,Mobile
ac696138-6619-4614-a521-066d4d7959ae,ML Basics,65.1,2,1,18.9,No,Mobile
63b2cec3-5776-4002-8abc-7287fb2a95c0,Data Prep,63.8,2,1,11.3,Yes,Mobile
7ec37f11-4729-48fd-affc-0b0cd2733771,AI Ethics,320.0,6,4,54.7,No,Desktop
03a621fa-6a6f-40e0-8928-ff54c8ac39b1,DL Advanced,73.5,6,6,70.9,No,Mobile
9507690a-7b64-4d46-91be-bee35371b09c,ML Basics,80.8,4,6,5.0,No,Mobile
01ec75a4-4b99-4f29-8546-4c3dd5ec87f7,DL Advanced,33.4,9,0,6.9,No,Desktop
983de794-e804-4a35-bf88-c1841b2f4a1e,ML Basics,89.8,3,8,,No,Mobile
58572bf5-e745-434d-a6f1-31cdccbd88f0,AI Ethics,41.9,5,3,80.9,Yes,Mobile
3e40f707-7b91-4518-ac81-94d690a315c7,Data Prep,43.4,8,4,24.5,Yes,Tablet
60ad73bb-e5a7-4631-be48-d6861ef59ff8,Data Prep,66.8,5,2,61.5,Yes,Desktop
9500caf3-4cce-4e70-8692-66b28c47a5e2,Data Prep,67.5,5,2,44.3,No,Mobile
0b3424b1-661a-4516-8752-4b0e9a5be386,ML Basics,33.2,7,2,63.3,Yes,Mobile
6fa15aff-9c7c-4f15-9a7e-63438734c0ea,AI Ethics,55.7,4,0,86.3,No,Mobile
61f88d06-2ec9-4174-b560-a791b3a43a65,DL Advanced,320.0,6,6,8.0,No,Mobile
07bad6e6-618c-4735-ab6e-d5a0ae303b0c,AI Ethics,23.3,5,4,77.8,Yes,Tablet
56d209a6-e8d7-406d-9098-7bd2a5d06cc8,DL Advanced,97.1,6,3,49.3,Yes,Tablet
fb606f56-408d-4b27-87c0-01ef735ea0b5,ML Basics,54.0,5,3,56.4,No,Tablet
81124630-794b-4fe1-868f-77bb480fcc4e,ML Basics,1.6,5,1,65.4,No,Tablet
afa8beda-e7c3-4622-977b-99750cf479a1,DL Advanced,25.8,4,5,92.3,No,Desktop
24476731-ce8d-465d-abd7-b18e388f675b,DL Advanced,35.9,4,3,5.7,No,Mobile
06bcf4aa-c7a2-4bdc-8a83-cf988c91b2d7,DL Advanced,44.4,5,4,2.9,No,Tablet
6c1fd7f7-5112-43b0-8f4b-e3493e8d12d8,AI Ethics,57.4,3,2,17.8,No,Mobile
63f3840f-a5e9-4dd8-bae5-6b9e9cb064c0,DL Advanced,0.0,5,0,98.6,No,Desktop
7be3d6b7-bff4-4ac7-939d-128f446f3d9f,ML Basics,64.7,7,1,71.5,No,Mobile
06278863-8f93-435a-bc2a-681aad803d54,ML Basics,33.6,3,1,61.5,Yes,Mobile
cbac2eae-52e2-4912-9a85-f9e00d344452,Data Prep,94.8,0,4,4.7,No,Tablet
e5e12eb0-74f7-4fb0-ab8a-b9a7d40f01e7,DL Advanced,53.2,5,0,87.9,Yes,Tablet
bd7ef385-1e70-43a2-a37d-be949cda52ac,AI Ethics,83.6,4,2,81.3,Yes,Desktop
520a6bc1-e6f4-4a8f-a90e-871f5f5a589a,AI Ethics,87.8,1,3,66.5,Yes,Mobile
b3199e0d-7da8-4d92-b95c-e22f25a43588,AI Ethics,87.1,5,3,33.9,No,Tablet
0c56f1a5-dc9a-4809-a010-783835250223,Data Prep,45.8,5,3,7.1,Yes,Tablet
7918427c-9e28-4ee7-896e-b05497c778fb,ML Basics,45.5,3,1,58.0,Yes,Tablet
01e1f06e-6925-447e-bd26-b5d0b583d987,AI Ethics,54.4,1,2,72.0,No,Desktop
a364f2ca-f210-42d9-b115-64a9a867f446,ML Basics,75.9,5,3,9.4,No,Mobile
b5a36ac9-5641-44ff-81b6-245cb917b4a6,Data Prep,47.2,11,4,,No,Tablet
ca9b4d3d-8a47-4181-b94f-1d8675a86f0d,DL Advanced,320.0,5,4,28.6,No,Mobile
49766c5d-8e46-41ac-9a25-be6097000e7e,DL Advanced,66.8,5,1,76.4,No,Desktop
4da40d62-db20-4f6e-83c7-0341b7a45f58,DL Advanced,37.4,7,0,54.0,No,Mobile
dda2acaa-f4db-4505-ada2-3a4ed87c1498,AI Ethics,35.8,4,3,12.9,Yes,Tablet
a57343eb-748e-42a2-9f7d-e7bc231eadc2,DL Advanced,56.0,1,4,52.7,No,Mobile
89aa699c-a4b7-47b1-9113-1162b8682581,AI Ethics,59.4,5,0,39.6,No,Mobile
74716f74-b074-4372-9ac4-08f5d68db115,Data Prep,70.8,7,1,18.0,No,Desktop
c45ce311-827a-4558-8001-d02e89635a2f,Data Prep,76.8,3,4,84.2,No,Desktop
7413b81d-cba0-44f2-851a-abc13238c826,AI Ethics,32.5,3,2,1.1,No,Mobile
4a7c9971-f98f-4608-a5b4-45864a3cecff,ML Basics,39.7,9,5,31.2,No,Mobile
7faea2a7-aeaf-4ce7-918a-397bfaf33ba3,DL Advanced,35.7,1,5,1.3,Yes,Mobile
efc2366e-8e28-4764-95db-32caa6afd272,DL Advanced,95.3,6,4,9.6,No,Desktop
bf305876-0d78-4e04-b30d-248d85970778,DL Advanced,57.0,6,2,29.7,No,Desktop
4e208d30-ae4a-40f8-b715-4f52318b9363,AI Ethics,60.4,5,5,5.4,No,Mobile
908c024f-0252-45e1-bc92-c47c8eff4e98,Data Prep,61.4,4,6,59.7,No,Desktop
76aca958-0fb0-4544-ab76-e339fdf8f43c,DL Advanced,42.1,7,1,8.7,Yes,Tablet
c1db6369-74ff-49d1-86cb-3cbd19ac671b,Data Prep,99.1,7,2,70.2,Yes,Desktop
670cbda9-f4d9-4dd8-9b50-3b38b781dd8a,DL Advanced,70.3,6,2,5.3,Yes,Desktop
dad08f8d-dc20-4bf0-92db-10bc940f49aa,DL Advanced,61.0,5,2,5.9,No,Desktop
5af035ba-24ba-44be-ad69-ba0481799ef5,AI Ethics,32.4,3,3,30.5,No,Tablet
9658961f-0e07-4072-8b06-25159d3ea330,ML Basics,31.0,5,1,89.7,Yes,Tablet
5cb44c0e-8df4-43bf-87c4-48dc2f4840b4,AI Ethics,52.3,3,4,64.1,Yes,Tablet
4e891201-9857-4aa6-ac2e-37dff57bd311,DL Advanced,42.5,1,2,77.0,No,Mobile
30092b07-fbf9-4565-b83c-556bd0739bfb,DL Advanced,33.3,2,0,14.2,Yes,Mobile
7ae7d39d-6b05-45d4-b41d-ef570cc1ef47,ML Basics,50.7,6,1,83.4,No,Tablet
ac14d5ba-d384-49e5-94c0-e2bea011b0cb,Data Prep,54.6,4,5,0.8,Yes,Mobile
